Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
2024-07-27 12:17:00,12:17:00, CNR1951792782 ,Success,CID844772,Prime SUV,Jayanagar,Electronic City,238.0,120.0,,,No,,1376.0,Cash,30.0,3.7,3.0, https://cdn-icons-png.flaticon.com/128/9983/9983204.png 
2024-07-03 03:43:00,03:43:00,CNR7446742781,Driver Not Found,CID454945,Prime Plus,Hulimavu,Chamarajpet,,,,,,,224.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
,,,,,,,,,,,,,,,,,,,
2024-07-17 19:49:00,19:49:00,CNR6070906888, Success ,CID443338,Bike,Ramamurthy Nagar,Majestic,91.0,50.0,,,No,,217.0,UPI,48.0,3.7,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
,,,,,,,,,,,,,,,,,,,
2024-07-30 21:08:00,21:08:00,CNR4429418925,Canceled by Driver,CID415042,Prime Plus,Malleshwaram,Malleshwaram,,,,More than permitted people in there,,,399.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
,,,,,,,,,,,,,,,,,,,
2024-07-02 04:35:00,04:35:00, CNR6155634621 ,SUCCESS,CID712429,BIKE,MAJESTIC, Sarjapur Road ,301.0,65.0,,,Yes, Other Issue ,404.0, UPI ,45.0,3.3,4.1, https://cdn-icons-png.flaticon.com/128/9983/9983173.png 
2024-07-14 16:03:00,16:03:00,CNR2242258944, Success ,CID500876,Bike, Jayanagar , Hulimavu ,63.0,30.0,,, No ,,242.0,UPI,18.0,4.9,3.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
,,,,,,,,,,,,,,,,,,,
2024-07-11 10:37:00,10:37:00,CNR3998721194,Success,CID386045,Mini,CHAMARAJPET,Rajajinagar,266.0,50.0,,,No,,836.0,Cash,26.0,4.3,3.0,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/3202/3202926.PNG
2024-07-11 19:40:00,19:40:00, CNR1725313930 ,Success,CID491386,Bike,Sarjapur Road,Rajarajeshwari Nagar,140.0,85.0,,,No,,177.0,Cash,8.0,3.2,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-21 18:53:00,18:53:00, CNR5188329776 , Success ,CID330570, PRIME SEDAN ,Magadi Road,Magadi Road,217.0,145.0,,,No,,364.0,Cash,36.0,3.6,3.3, https://cdn-icons-png.flaticon.com/128/14183/14183770.png 
2024-07-22 12:31:00,12:31:00,CNR8713695499,Success,CID348111,Prime Plus,Bannerghatta Road,Hulimavu,231.0,100.0,,,NO,,199.0,Cash,31.0,4.1,3.0,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-22 14:47:00,14:47:00,CNR7304325601,Canceled by Driver, CID807411 ,Prime Plus, BTM Layout ,Nagarbhavi,,,, Personal & Car related issue ,,,461.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
,,,,,,,,,,,,,,,,,,,
2024-07-01 07:48:00,07:48:00,CNR3469349526,Driver Not Found, CID924214 ,Auto,Kengeri,Kadugodi,,,,,,,431.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-11 07:48:00,07:48:00, CNR5618091300 ,Success,CID275629,PRIME SEDAN,SHANTINAGAR,WHITEFIELD,77.0,135.0,,, No ,,421.0, CASH ,24.0,5.0,3.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-20 17:23:00,17:23:00,CNR7421047972, Driver Not Found ,CID998121,MINI,Kadugodi, Koramangala ,,,,,,,479.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-23 12:23:00,12:23:00,CNR4751074767, Canceled by Customer , CID529055 , eBike ,Sarjapur Road,Langford Town,,, Driver is not moving towards pickup location ,,,,118.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/6839/6839867.png 
,,,,,,,,,,,,,,,,,,,
2024-07-08 18:03:00,18:03:00, CNR7699367078 ,Canceled by Customer, CID518469 ,Prime SUV,Frazer Town, Shantinagar ,,,DRIVER IS NOT MOVING TOWARDS PICKUP LOCATION,,,,258.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-27 03:58:00,03:58:00,CNR3448484462,Driver Not Found, CID780594 , Prime Plus ,Marathahalli,Tumkur Road,,,,,,,898.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
,,,,,,,,,,,,,,,,,,,
2024-07-21 07:02:00,07:02:00,CNR8634919528,Canceled by Driver,CID979876,Prime Sedan,BASAVANAGUDI, Yeshwanthpur ,,,,Personal & Car related issue,,,185.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
,,,,,,,,,,,,,,,,,,,
2024-07-21 14:31:00,14:31:00,CNR1727290696,DRIVER NOT FOUND,CID510729,Prime Sedan, Cox Town , Mysore Road ,,,,,,,978.0,,0.0,,, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/14183/14183770.PNG 
2024-07-01 21:30:00,21:30:00,CNR1737267830, Canceled by Driver ,CID192537,Mini,Cox Town,Padmanabhanagar,,,,PERSONAL & CAR RELATED ISSUE,,,570.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/3202/3202926.PNG
2024-07-07 05:08:00,05:08:00,CNR5076245658,Success,CID788191, AUTO ,Basavanagudi,Peenya,119.0,135.0,,,No,,209.0,UPI,14.0,3.8,4.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
,,,,,,,,,,,,,,,,,,,
2024-07-12 22:20:00,22:20:00,CNR8767480855,Success,CID825728,Prime Plus, JP Nagar ,Frazer Town,63.0,145.0,,,No,,434.0, CASH ,45.0,4.1,4.0, https://cdn-icons-png.flaticon.com/128/11409/11409716.png 
2024-07-22 19:24:00,19:24:00, CNR9256413106 ,SUCCESS,CID693847,EBIKE, Kammanahalli ,Ramamurthy Nagar,Error,125.0,,,No,,1981.0,Cash,19.0,3.1,4.9, https://cdn-icons-png.flaticon.com/128/6839/6839867.png 
2024-07-30 15:48:00,15:48:00,CNR1550728726, Driver Not Found ,CID720473,Mini, Langford Town ,BANASHANKARI,,,,,,,1089.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
,,,,,,,,,,,,,,,,,,,
2024-07-30 07:25:00,07:25:00, CNR8827068705 ,Success, CID884599 , Auto ,YELAHANKA, Hosur Road ,105.0,25.0,,,No,,436.0,UPI,19.0,3.3,4.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-10 15:42:00,15:42:00,CNR1543962684,SUCCESS, CID790190 , MINI , MG Road ,Tumkur Road,126.0,25.0,,,No,,908.0,Cash,48.0,4.5,4.9,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/3202/3202926.PNG
2024-07-15 19:50:00,19:50:00,CNR1135814588, Driver Not Found , CID489942 ,Auto,Chickpet, VARTHUR ,,,,,,,461.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2024-07-01 15:07:00,15:07:00,CNR2101970962,Success,CID415634,eBike,Basavanagudi,Rajarajeshwari Nagar,154.0,50.0,,,No,,143.0,CASH,40.0,3.8,3.4,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-16 02:45:00,02:45:00,CNR3746036404, Canceled by Driver ,CID837386,Prime Plus,Malleshwaram,Peenya,,,,Customer was coughing/sick,,,205.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-06 15:11:00,15:11:00,CNR7729245785,Canceled by Customer,CID258035, eBike ,Hennur,Bellandur,,, DRIVER ASKED TO CANCEL ,,,,272.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2024-07-01 01:31:00,01:31:00,CNR4369135865, Success ,CID712159,Mini, Hulimavu , SARJAPUR ROAD ,308.0,105.0,,,No,,270.0,Cash,33.0,4.5,4.2,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-15 08:08:00,08:08:00,CNR1172174314,SUCCESS,CID784593,Bike,Magadi Road,HEBBAL,196.0,90.0,,,No,,347.0,UPI,32.0,4.3,3.1,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-28 21:38:00,21:38:00,CNR5722443757,Success,CID243979,EBIKE,Electronic City,Mysore Road,217.0,95.0,,,NO,,286.0,UPI,42.0,3.1,3.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-22 09:20:00,09:20:00,CNR6230541895,Canceled by Driver,CID663671, Bike ,NAGARBHAVI,KR Puram,,,,Personal & Car related issue,,,450.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/9983/9983173.png 
2024-07-23 08:25:00,08:25:00,CNR2381602086,Success, CID431655 ,Prime SUV,Hebbal,Malleshwaram,217.0,140.0,,,NO,,415.0,Cash,1.0,4.0,4.2,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-13 04:59:00,04:59:00,CNR9126205902, Canceled by Customer ,CID677139, Auto , Banashankari ,Chickpet,,,Change of plans,,,,2514.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-04 20:08:00,20:08:00,CNR7041442785,Success, CID372387 ,eBike,Varthur,Chickpet,210.0,90.0,,, No ,,287.0,CASH,32.0,5.0,3.6, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/6839/6839867.PNG 
2024-07-21 23:54:00,23:54:00, CNR4411539529 ,Canceled by Driver,CID334421,BIKE,Shivajinagar,Kengeri,,,, Personal & Car related issue ,,,915.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-18 19:54:00,19:54:00,CNR2223267281,Canceled by Driver,CID545606,Prime Plus,Rajarajeshwari Nagar,Devanahalli,,,, Customer related issue ,,,436.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-23 08:24:00,08:24:00,CNR3485775516,Success,CID115738,Auto,Tumkur Road, LANGFORD TOWN ,98.0,50.0,,,NO,,2884.0,Cash,16.0,4.6,3.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-16 15:32:00,15:32:00, CNR3669877261 ,Success,CID613143,PRIME SUV,Vijayanagar,Bellandur,161.0,130.0,,, No ,,473.0,Cash,12.0,4.5,3.6,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-03 13:39:00,13:39:00,CNR4619374053,Success,CID598839,Auto,Indiranagar,Vijayanagar,231.0,50.0,,,No,,486.0,Cash,8.0,3.6,3.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
,,,,,,,,,,,,,,,,,,,
2024-07-06 04:25:00,04:25:00,CNR5774469569,Success,CID654711,eBike,JP Nagar, Vijayanagar ,259.0,60.0,,,NO,,489.0,Cash,25.0,3.6,3.1,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-17 02:05:00,02:05:00,CNR3363182646,Success, CID752272 ,Prime Plus,Frazer Town,Peenya,182.0,55.0,,, No ,,495.0,UPI,32.0,4.5,4.6,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-05 08:38:00,08:38:00,CNR5009022759,Driver Not Found,CID511756, Auto ,MAGADI ROAD,BTM Layout,,,,,,,116.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-30 06:10:00,06:10:00,CNR5315081102,Success, CID284453 ,PRIME SEDAN,Ulsoor,Basavanagudi,56.0,125.0,,,No,,286.0, Cash ,19.0,4.4,4.1,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/14183/14183770.PNG
2024-07-16 14:20:00,14:20:00, CNR1290608748 ,Driver Not Found,CID261815, AUTO ,Magadi Road,Kadugodi,,,,,,,118.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-23 18:24:00,18:24:00, CNR8223623264 , Canceled by Driver ,CID974848,Prime SUV,Shivajinagar,Ulsoor,,,, Personal & Car related issue ,,,2331.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/9983/9983204.png 
2024-07-01 14:09:00,14:09:00,CNR7596438962,SUCCESS, CID933703 , Prime SUV ,Cox Town,Padmanabhanagar,147.0,110.0,,,No,,623.0,UPI,34.0,4.9,4.2,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/9983/9983204.PNG
2024-07-03 01:49:00,01:49:00,CNR8414837684,Success,CID634016,Prime Sedan,DEVANAHALLI,KR Puram,175.0,40.0,,,NO,,191.0,CASH,19.0,4.8,4.3, https://cdn-icons-png.flaticon.com/128/14183/14183770.png 
,,,,,,,,,,,,,,,,,,,
2024-07-11 07:04:00,07:04:00, CNR6653154934 ,Success,CID480661,eBike,Sahakar Nagar,Chamarajpet,42.0,145.0,,,NO,,409.0, CASH ,2.0,4.4,5.0,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-23 17:16:00,17:16:00,CNR1305780116,Success,CID724182,Prime SUV,JP Nagar,Padmanabhanagar,154.0,115.0,,, No ,,321.0,Cash,32.0,4.1,4.6,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
,,,,,,,,,,,,,,,,,,,
2024-07-04 23:38:00,23:38:00,CNR1785944397,Success,CID442096,eBike,Indiranagar,Majestic,252.0,130.0,,,NO,,648.0,UPI,16.0,3.0,3.2,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/6839/6839867.PNG
,,,,,,,,,,,,,,,,,,,
2024-07-09 07:12:00,07:12:00,CNR7278035731,Success,CID271472,Bike,Peenya,WHITEFIELD,147.0,80.0,,,No,,686.0,UPI,22.0,4.3,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
,,,,,,,,,,,,,,,,,,,
2024-07-12 15:27:00,15:27:00, CNR8136758909 ,Success,CID560914,Auto, ULSOOR ,Yeshwanthpur,217.0,35.0,,,No,,277.0,Cash,18.0,3.4,4.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-22 04:51:00,04:51:00,CNR3723273568, Canceled by Driver ,CID534835, MINI ,JP NAGAR,Rajarajeshwari Nagar,,,,Personal & Car related issue,,,750.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/3202/3202926.PNG
2024-07-03 05:51:00,05:51:00,CNR1174016937,SUCCESS,CID443034,Prime Plus, Tumkur Road , Mysore Road ,63.0,110.0,,,NO,,621.0,Cash,45.0,3.1,4.9, https://cdn-icons-png.flaticon.com/128/11409/11409716.png 
2024-07-14 15:02:00,15:02:00,CNR3700517559,Success, CID201466 ,Mini,BTM Layout, JP NAGAR ,154.0,55.0,,, No ,,430.0, Cash ,34.0,4.2,4.0,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-22 01:45:00,01:45:00,CNR4674506742, Driver Not Found ,CID511320, Prime Plus ,ULSOOR,KAMMANAHALLI,,,,,,,2764.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-27 23:21:00,23:21:00, CNR4860839384 ,CANCELED BY DRIVER,CID588449,Prime Sedan, VIJAYANAGAR ,TUMKUR ROAD,,,,PERSONAL & CAR RELATED ISSUE,,,452.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-27 06:03:00,06:03:00,CNR5544466779,SUCCESS, CID126893 ,PRIME SEDAN,Mysore Road,Langford Town,301.0,140.0,,,No,,481.0,Cash,24.0,5.0,3.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
,,,,,,,,,,,,,,,,,,,
2024-07-08 10:03:00,10:03:00,CNR8716847622,Canceled by Driver,CID183870,eBike,Electronic City,Whitefield,Error,,,Personal & Car related issue,,,763.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-22 21:40:00,21:40:00, CNR6467888457 ,Success,CID963916, PRIME SUV ,Kengeri,Whitefield,147.0,75.0,,,NO,,372.0,UPI,6.0,4.8,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-03 18:36:00,18:36:00,CNR5412239121, CANCELED BY CUSTOMER ,CID883134,Mini,HULIMAVU,Langford Town,,,Driver asked to cancel,,,,298.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/3202/3202926.PNG
,,,,,,,,,,,,,,,,,,,
2024-07-10 10:25:00,10:25:00, CNR2227562138 ,SUCCESS,CID643876,Prime Plus,MARATHAHALLI,Rajajinagar,252.0,125.0,,,No,,341.0,UPI,23.0,4.7,3.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-23 20:21:00,20:21:00, CNR1156489964 ,Driver Not Found,CID270307,Prime SUV,Electronic City,Chickpet,,,,,,,1449.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/9983/9983204.png 
2024-07-06 15:01:00,15:01:00,CNR8525810316,Success,CID479082,Prime Plus,Jayanagar,SAHAKAR NAGAR,182.0,40.0,,,NO,,342.0,CREDIT CARD,44.0,5.0,3.2,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-14 09:55:00,09:55:00,CNR5456952031,Success,CID706447,EBIKE,RT Nagar,Rajajinagar,112.0,120.0,,,No,,314.0,CASH,26.0,4.3,4.1,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-28 09:34:00,09:34:00,CNR6481195223,Success,CID936074,AUTO,Vijayanagar,DEVANAHALLI,189.0,25.0,,,No,,784.0,UPI,5.0,4.1,4.7,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/16526/16526595.PNG
,,,,,,,,,,,,,,,,,,,
2024-07-08 10:44:00,10:44:00,CNR2355041021,Success,CID943228,Mini,Basavanagudi,Marathahalli,105.0,105.0,,,NO,,2900.0,Cash,43.0,4.2,4.9,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/3202/3202926.PNG
2024-07-14 13:13:00,13:13:00,CNR7730328464,CANCELED BY DRIVER,CID432091,Auto, Malleshwaram ,Malleshwaram,,,,Customer related issue,,,298.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-24 10:05:00,10:05:00,CNR5102827917,Success,CID670338, MINI ,Yeshwanthpur,BTM Layout,77.0,145.0,,,No,,749.0,Cash,22.0,5.0,3.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-12 09:00:00,09:00:00,CNR2138573363,Success, CID609323 , Mini ,Kadugodi, Kammanahalli ,140.0,45.0,,,No,,107.0,UPI,43.0,3.0,3.7, https://cdn-icons-png.flaticon.com/128/3202/3202926.png 
2024-07-05 13:41:00,13:41:00,CNR1758206269,Canceled by Driver,CID374703, Bike , HENNUR ,BELLANDUR,,,,More than permitted people in there,,,174.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/9983/9983173.png 
2024-07-25 16:52:00,16:52:00, CNR2348200902 ,CANCELED BY DRIVER, CID303553 ,Auto,Kammanahalli,Banashankari,,,,Personal & Car related issue,,,120.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/16526/16526595.png 
2024-07-05 06:27:00,06:27:00, CNR4555146451 ,Success,CID635915,Auto, Tumkur Road ,Electronic City,175.0,60.0,,,NO,,1844.0, UPI ,11.0,3.9,4.1, https://cdn-icons-png.flaticon.com/128/16526/16526595.png 
2024-07-15 01:27:00,01:27:00,CNR2234807665,CANCELED BY CUSTOMER,CID951851,Mini,BTM Layout, Shivajinagar ,,,Driver asked to cancel,,,,165.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-20 02:47:00,02:47:00,CNR6609454932,Canceled by Driver,CID144171,Prime Sedan,Vijayanagar, Shantinagar ,,,,More than permitted people in there,,,801.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/14183/14183770.png 
,,,,,,,,,,,,,,,,,,,
2024-07-22 03:30:00,03:30:00,CNR3718652307,Success,CID174878, Prime SUV , Mysore Road ,Ramamurthy Nagar,189.0,120.0,,, No ,,162.0,UPI,28.0,4.9,3.3,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/9983/9983204.PNG
,,,,,,,,,,,,,,,,,,,
2024-07-24 10:27:00,10:27:00,CNR4857352773, Canceled by Driver ,CID842633, Mini ,Yeshwanthpur,Ulsoor,,,,More than permitted people in there,,,169.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/3202/3202926.png 
2024-07-25 20:44:00,20:44:00,CNR5257116726, Canceled by Customer ,CID751172,Mini,SARJAPUR ROAD,RT NAGAR,,,CHANGE OF PLANS,,,,153.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-30 01:14:00,01:14:00,CNR4216157204,Success,CID200408,eBike,Cox Town, Hennur ,217.0,120.0,,,No,,963.0,UPI,43.0,3.4,3.7,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
,,,,,,,,,,,,,,,,,,,
2024-07-06 19:35:00,19:35:00, CNR8439285404 , DRIVER NOT FOUND ,CID870150,Prime SUV,Sarjapur Road,Bellandur,,,,,,,333.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
,,,,,,,,,,,,,,,,,,,
2024-07-07 09:04:00,09:04:00,CNR4708901573,Success,CID575733,Prime Plus,Kadugodi,Padmanabhanagar,133.0,80.0,,,No,,806.0, Cash ,27.0,3.5,4.4, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/11409/11409716.PNG 
2024-07-09 21:34:00,21:34:00,CNR4139288867,Success,CID604702,Prime Sedan,Mysore Road,Jayanagar,70.0,115.0,,,No,,719.0,UPI,7.0,4.0,4.9,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-09 20:48:00,20:48:00,CNR6396197852,Canceled by Driver,CID355248,BIKE,MG Road, PEENYA ,,,,Personal & Car related issue,,,128.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/9983/9983173.PNG
2024-07-19 07:53:00,07:53:00,CNR5988359322,Canceled by Driver,CID724411,EBIKE, Ramamurthy Nagar ,KR Puram,,,,Customer related issue,,,380.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-26 14:06:00,14:06:00,CNR8575957486,SUCCESS,CID504168, Prime Plus ,Yeshwanthpur,KR Puram,203.0,90.0,,,No,,445.0, Cash ,33.0,3.9,4.2,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-24 15:07:00,15:07:00, CNR9098475005 ,SUCCESS,CID464975,Auto,BTM Layout,Rajajinagar,287.0,100.0,,, No ,,676.0,UPI,2.0,4.6,4.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-16 03:11:00,03:11:00,CNR5268608691,Success,CID945287,Auto, Basavanagudi ,Kengeri,245.0,50.0,,, NO ,,203.0,Cash,13.0,3.8,4.4, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/16526/16526595.PNG 
2024-07-31 20:53:00,20:53:00,CNR2443902416,SUCCESS,CID274166,Prime Sedan,Hebbal,Kengeri,259.0,135.0,,,No,,194.0, Cash ,37.0,3.4,3.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-17 20:21:00,20:21:00,CNR6459948330,Success,CID293319,Prime Sedan,Sahakar Nagar, Indiranagar ,182.0,125.0,,, No ,,2897.0,Cash,49.0,4.9,3.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-26 20:03:00,20:03:00, CNR3770624872 ,Canceled by Driver,CID227287, Prime Plus ,Kadugodi,RT Nagar,,,,Customer was coughing/sick,,,236.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/11409/11409716.PNG
2024-07-20 10:39:00,10:39:00, CNR5916001358 ,Success,CID196005,Auto,Sahakar Nagar,MAGADI ROAD,140.0,55.0,,, No ,,997.0,Cash,19.0,3.5,3.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-04 22:28:00,22:28:00,CNR1220903187, Canceled by Driver ,CID991158,Mini,Nagarbhavi,YELAHANKA,,,,CUSTOMER WAS COUGHING/SICK,,,376.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-27 09:14:00,09:14:00, CNR2424510149 ,SUCCESS,CID955262,Prime Plus,HOSUR ROAD, Kammanahalli ,280.0,115.0,,,No,,261.0,UPI,39.0,3.1,3.1, https://cdn-icons-png.flaticon.com/128/11409/11409716.png 
,,,,,,,,,,,,,,,,,,,
2024-07-06 22:41:00,22:41:00, CNR8046161912 ,SUCCESS,CID617913,AUTO,Peenya,Yeshwanthpur,308.0,50.0,,, NO ,,496.0,Cash,1.0,3.9,4.4,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/16526/16526595.PNG
2024-07-18 13:41:00,13:41:00,CNR3590186777, Canceled by Driver ,CID630776,eBike,HENNUR,HSR Layout,Error,,, Personal & Car related issue ,,,471.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-29 05:35:00,05:35:00,CNR7028377341, Canceled by Driver ,CID503428, Prime SUV ,PADMANABHANAGAR,Yeshwanthpur,,,, Personal & Car related issue ,,,133.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-30 19:17:00,19:17:00,CNR3956512793,Success, CID934868 ,Mini,Yelahanka,Kammanahalli,70.0,105.0,,,No,,496.0,Cash,44.0,4.7,4.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-01 05:48:00,05:48:00,CNR3100797080, Success , CID919655 ,PRIME SEDAN,Electronic City,Basavanagudi,280.0,85.0,,,NO,,533.0,Cash,29.0,3.1,4.9, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/14183/14183770.PNG 
,,,,,,,,,,,,,,,,,,,
2024-07-09 08:31:00,08:31:00,CNR8429012406,DRIVER NOT FOUND,CID797320,EBIKE,Electronic City, YELAHANKA ,,,,,,,110.0,,0.0,,, https://cdn-icons-png.flaticon.com/128/6839/6839867.png 
2024-07-22 03:12:00,03:12:00,CNR8924700526,Canceled by Driver,CID171367, AUTO ,VIJAYANAGAR,HEBBAL,,,,Customer related issue,,,1055.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-01 13:47:00,13:47:00,CNR6710530503,Canceled by Customer,CID289865,Bike,Devanahalli,Devanahalli,,,Wrong Address,,,,242.0,,0.0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
,,,,,,,,,,,,,,,,,,,
2024-07-21 01:54:00,01:54:00,CNR5219592655,Canceled by Customer,CID991081,Mini,Hennur,MG ROAD,,,Driver asked to cancel,,,,103.0,,0.0,,,HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/3202/3202926.PNG
2024-07-07 02:05:00,02:05:00,CNR7557617616,Success, CID674363 ,Bike,Koramangala,Koramangala,35.0,45.0,,,No,,265.0,Cash,45.0,3.3,3.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-09 21:33:00,21:33:00,CNR5011251323, Success ,CID771219,MINI,Sarjapur Road,KR Puram,252.0,115.0,,,No,,452.0,Cash,8.0,3.9,4.3, HTTPS://CDN-ICONS-PNG.FLATICON.COM/128/3202/3202926.PNG 
